id_cliente,monto_original,mora_202201,mora_202301
9473,440000,1) 0 dias,3) 30-60 dias
9474,170000,1) 0 dias,1) 0 dias
9475,190000,1) 0 dias,1) 0 dias
9476,290000,1) 0 dias,2) 0-30 dias
9477,210000,1) 0 dias,2) 0-30 dias
9478,20000,1) 0 dias,1) 0 dias
9479,400000,1) 0 dias,1) 0 dias
9480,360000,1) 0 dias,2) 0-30 dias
9481,250000,1) 0 dias,2) 0-30 dias
9482,30000,1) 0 dias,1) 0 dias
9483,280000,1) 0 dias,1) 0 dias
9484,70000,3) 30-60 dias,3) 30-60 dias
9485,70000,1) 0 dias,1) 0 dias
9486,20000,1) 0 dias,1) 0 dias
9487,350000,1) 0 dias,1) 0 dias
9488,200000,1) 0 dias,1) 0 dias
9489,90000,1) 0 dias,1) 0 dias
9490,100000,1) 0 dias,1) 0 dias
9491,50000,1) 0 dias,1) 0 dias
9492,280000,1) 0 dias,1) 0 dias
9493,50000,1) 0 dias,2) 0-30 dias
9494,120000,1) 0 dias,1) 0 dias
9495,100000,2) 0-30 dias,3) 30-60 dias
9496,130000,1) 0 dias,1) 0 dias
9497,200000,1) 0 dias,1) 0 dias
9498,350000,1) 0 dias,1) 0 dias
9499,20000,1) 0 dias,1) 0 dias
9500,150000,3) 30-60 dias,1) 0 dias
9501,130000,1) 0 dias,1) 0 dias
9502,330000,1) 0 dias,1) 0 dias
9503,80000,1) 0 dias,1) 0 dias
9504,10000,1) 0 dias,4) 30-90 dias
9505,360000,1) 0 dias,2) 0-30 dias
9506,120000,1) 0 dias,1) 0 dias
9507,20000,1) 0 dias,1) 0 dias
9508,280000,1) 0 dias,1) 0 dias
9509,100000,1) 0 dias,1) 0 dias
9510,70000,1) 0 dias,1) 0 dias
9511,350000,1) 0 dias,1) 0 dias
9512,50000,1) 0 dias,1) 0 dias
9513,470000,1) 0 dias,1) 0 dias
9514,350000,1) 0 dias,1) 0 dias
9515,140000,1) 0 dias,1) 0 dias
9516,140000,1) 0 dias,1) 0 dias
9517,380000,1) 0 dias,1) 0 dias
9518,50000,3) 30-60 dias,2) 0-30 dias
9519,260000,1) 0 dias,1) 0 dias
9520,20000,1) 0 dias,2) 0-30 dias
9521,190000,1) 0 dias,1) 0 dias
9522,220000,1) 0 dias,5) >90 dias
9523,230000,1) 0 dias,1) 0 dias
9524,20000,1) 0 dias,1) 0 dias
9525,100000,1) 0 dias,1) 0 dias
9526,150000,1) 0 dias,1) 0 dias
9527,320000,1) 0 dias,1) 0 dias
9528,50000,1) 0 dias,1) 0 dias
9529,50000,1) 0 dias,1) 0 dias
9530,370000,1) 0 dias,1) 0 dias
9531,150000,1) 0 dias,1) 0 dias
9532,200000,1) 0 dias,1) 0 dias
9533,200000,1) 0 dias,1) 0 dias
9534,30000,1) 0 dias,1) 0 dias
9535,200000,1) 0 dias,1) 0 dias
9536,200000,1) 0 dias,1) 0 dias
9537,240000,1) 0 dias,1) 0 dias
9538,40000,1) 0 dias,3) 30-60 dias
9539,140000,1) 0 dias,1) 0 dias
9540,50000,1) 0 dias,1) 0 dias
9541,50000,1) 0 dias,1) 0 dias
9542,160000,1) 0 dias,1) 0 dias
9543,140000,1) 0 dias,1) 0 dias
9544,240000,1) 0 dias,1) 0 dias
9545,230000,1) 0 dias,1) 0 dias
9546,200000,1) 0 dias,1) 0 dias
9547,50000,1) 0 dias,1) 0 dias
9548,360000,1) 0 dias,1) 0 dias
9549,500000,1) 0 dias,2) 0-30 dias
9550,20000,1) 0 dias,2) 0-30 dias
9551,80000,3) 30-60 dias,3) 30-60 dias
9552,30000,1) 0 dias,1) 0 dias
9553,80000,1) 0 dias,1) 0 dias
9554,30000,1) 0 dias,1) 0 dias
9555,200000,1) 0 dias,1) 0 dias
9556,240000,1) 0 dias,1) 0 dias
9557,280000,1) 0 dias,1) 0 dias
9558,170000,1) 0 dias,1) 0 dias
9559,100000,1) 0 dias,1) 0 dias
9560,70000,1) 0 dias,1) 0 dias
9561,110000,1) 0 dias,1) 0 dias
9562,100000,1) 0 dias,1) 0 dias
9563,80000,1) 0 dias,3) 30-60 dias
9564,300000,1) 0 dias,1) 0 dias
9565,150000,1) 0 dias,1) 0 dias
9566,150000,1) 0 dias,1) 0 dias
9567,10000,1) 0 dias,2) 0-30 dias
9568,210000,1) 0 dias,1) 0 dias
9569,20000,1) 0 dias,1) 0 dias
9570,20000,1) 0 dias,1) 0 dias
9571,80000,1) 0 dias,3) 30-60 dias
9572,270000,1) 0 dias,1) 0 dias
9573,200000,1) 0 dias,1) 0 dias
9574,200000,3) 30-60 dias,1) 0 dias
9575,10000,2) 0-30 dias,1) 0 dias
9576,360000,1) 0 dias,1) 0 dias
9577,20000,1) 0 dias,2) 0-30 dias
9578,40000,1) 0 dias,1) 0 dias
9579,110000,1) 0 dias,1) 0 dias
9580,50000,1) 0 dias,1) 0 dias
9581,100000,1) 0 dias,1) 0 dias
9582,50000,1) 0 dias,1) 0 dias
9583,30000,3) 30-60 dias,3) 30-60 dias
9584,20000,3) 30-60 dias,3) 30-60 dias
9585,100000,1) 0 dias,3) 30-60 dias
9586,80000,1) 0 dias,1) 0 dias
9587,120000,1) 0 dias,1) 0 dias
9588,30000,1) 0 dias,1) 0 dias
9589,80000,1) 0 dias,1) 0 dias
9590,170000,1) 0 dias,2) 0-30 dias
9591,20000,1) 0 dias,1) 0 dias
9592,50000,1) 0 dias,1) 0 dias
9593,300000,1) 0 dias,1) 0 dias
9594,20000,3) 30-60 dias,3) 30-60 dias
9595,130000,1) 0 dias,1) 0 dias
9596,500000,3) 30-60 dias,1) 0 dias
9597,30000,3) 30-60 dias,1) 0 dias
9598,180000,1) 0 dias,1) 0 dias
9599,340000,1) 0 dias,1) 0 dias
9600,480000,1) 0 dias,2) 0-30 dias
9601,80000,1) 0 dias,2) 0-30 dias
9602,140000,1) 0 dias,1) 0 dias
9603,180000,1) 0 dias,1) 0 dias
9604,30000,1) 0 dias,1) 0 dias
9605,290000,1) 0 dias,1) 0 dias
9606,110000,1) 0 dias,1) 0 dias
9607,60000,1) 0 dias,1) 0 dias
9608,80000,1) 0 dias,1) 0 dias
9609,110000,1) 0 dias,1) 0 dias
9610,20000,1) 0 dias,2) 0-30 dias
9611,150000,1) 0 dias,1) 0 dias
9612,240000,1) 0 dias,1) 0 dias
9613,400000,1) 0 dias,1) 0 dias
9614,120000,3) 30-60 dias,3) 30-60 dias
9615,330000,1) 0 dias,1) 0 dias
9616,30000,1) 0 dias,1) 0 dias
9617,100000,1) 0 dias,3) 30-60 dias
9618,140000,1) 0 dias,1) 0 dias
9619,50000,1) 0 dias,1) 0 dias
9620,310000,1) 0 dias,1) 0 dias
9621,160000,1) 0 dias,1) 0 dias
9622,110000,1) 0 dias,1) 0 dias
9623,20000,1) 0 dias,1) 0 dias
9624,30000,1) 0 dias,1) 0 dias
9625,50000,1) 0 dias,2) 0-30 dias
9626,20000,3) 30-60 dias,1) 0 dias
9627,220000,1) 0 dias,1) 0 dias
9628,460000,1) 0 dias,1) 0 dias
9629,150000,3) 30-60 dias,2) 0-30 dias
9630,50000,1) 0 dias,1) 0 dias
9631,100000,3) 30-60 dias,3) 30-60 dias
9632,260000,1) 0 dias,1) 0 dias
9633,50000,1) 0 dias,5) >90 dias
9634,50000,1) 0 dias,1) 0 dias
9635,240000,1) 0 dias,1) 0 dias
9636,230000,1) 0 dias,1) 0 dias
9637,90000,3) 30-60 dias,1) 0 dias
9638,20000,1) 0 dias,1) 0 dias
9639,70000,1) 0 dias,1) 0 dias
9640,260000,1) 0 dias,1) 0 dias
9641,20000,1) 0 dias,2) 0-30 dias
9642,150000,1) 0 dias,1) 0 dias
9643,200000,1) 0 dias,1) 0 dias
9644,50000,1) 0 dias,1) 0 dias
9645,210000,1) 0 dias,1) 0 dias
9646,360000,1) 0 dias,1) 0 dias
9647,30000,3) 30-60 dias,2) 0-30 dias
9648,170000,1) 0 dias,1) 0 dias
9649,500000,1) 0 dias,1) 0 dias
9650,80000,1) 0 dias,1) 0 dias
9651,70000,3) 30-60 dias,4) 30-90 dias
9652,100000,1) 0 dias,1) 0 dias
9653,300000,1) 0 dias,1) 0 dias
9654,200000,1) 0 dias,1) 0 dias
9655,190000,1) 0 dias,1) 0 dias
9656,30000,1) 0 dias,1) 0 dias
9657,230000,2) 0-30 dias,2) 0-30 dias
9658,80000,1) 0 dias,1) 0 dias
9659,280000,1) 0 dias,2) 0-30 dias
9660,140000,1) 0 dias,2) 0-30 dias
9661,30000,3) 30-60 dias,3) 30-60 dias
9662,30000,3) 30-60 dias,3) 30-60 dias
9663,20000,1) 0 dias,1) 0 dias
9664,230000,1) 0 dias,1) 0 dias
9665,20000,1) 0 dias,1) 0 dias
9666,360000,3) 30-60 dias,1) 0 dias
9667,60000,1) 0 dias,1) 0 dias
9668,20000,1) 0 dias,1) 0 dias
9669,500000,1) 0 dias,1) 0 dias
9670,380000,1) 0 dias,1) 0 dias
9671,160000,1) 0 dias,2) 0-30 dias
9672,170000,5) >90 dias,3) 30-60 dias
9673,430000,1) 0 dias,1) 0 dias
9674,320000,1) 0 dias,1) 0 dias
9675,180000,1) 0 dias,1) 0 dias
9676,50000,1) 0 dias,1) 0 dias
9677,60000,3) 30-60 dias,3) 30-60 dias
9678,360000,1) 0 dias,2) 0-30 dias
9679,80000,1) 0 dias,1) 0 dias
9680,50000,1) 0 dias,1) 0 dias
9681,200000,1) 0 dias,3) 30-60 dias
9682,460000,1) 0 dias,1) 0 dias
9683,130000,1) 0 dias,1) 0 dias
9684,440000,1) 0 dias,1) 0 dias
9685,280000,1) 0 dias,3) 30-60 dias
9686,20000,1) 0 dias,1) 0 dias
9687,60000,1) 0 dias,1) 0 dias
9688,210000,1) 0 dias,1) 0 dias
9689,100000,1) 0 dias,1) 0 dias
9690,240000,1) 0 dias,1) 0 dias
9691,280000,1) 0 dias,1) 0 dias
9692,130000,3) 30-60 dias,1) 0 dias
9693,360000,1) 0 dias,1) 0 dias
9694,210000,1) 0 dias,1) 0 dias
9695,20000,3) 30-60 dias,3) 30-60 dias
9696,20000,1) 0 dias,1) 0 dias
9697,50000,3) 30-60 dias,2) 0-30 dias
9698,100000,1) 0 dias,1) 0 dias
9699,50000,1) 0 dias,1) 0 dias
9700,130000,3) 30-60 dias,2) 0-30 dias
9701,270000,1) 0 dias,1) 0 dias
9702,50000,1) 0 dias,1) 0 dias
9703,80000,1) 0 dias,1) 0 dias
9704,10000,1) 0 dias,1) 0 dias
9705,190000,1) 0 dias,1) 0 dias
9706,50000,3) 30-60 dias,1) 0 dias
9707,100000,1) 0 dias,3) 30-60 dias
9708,150000,1) 0 dias,1) 0 dias
9709,510000,1) 0 dias,1) 0 dias
9710,110000,1) 0 dias,1) 0 dias
9711,150000,1) 0 dias,1) 0 dias
9712,50000,1) 0 dias,1) 0 dias
9713,50000,1) 0 dias,1) 0 dias
9714,360000,2) 0-30 dias,2) 0-30 dias
9715,10000,3) 30-60 dias,3) 30-60 dias
9716,210000,1) 0 dias,2) 0-30 dias
9717,370000,1) 0 dias,1) 0 dias
9718,360000,1) 0 dias,1) 0 dias
9719,50000,3) 30-60 dias,1) 0 dias
9720,360000,1) 0 dias,1) 0 dias
9721,170000,1) 0 dias,1) 0 dias
9722,70000,1) 0 dias,1) 0 dias
9723,360000,1) 0 dias,1) 0 dias
9724,230000,1) 0 dias,1) 0 dias
9725,50000,1) 0 dias,1) 0 dias
9726,200000,1) 0 dias,1) 0 dias
9727,140000,1) 0 dias,1) 0 dias
9728,120000,1) 0 dias,1) 0 dias
9729,280000,1) 0 dias,1) 0 dias
9730,300000,1) 0 dias,1) 0 dias
9731,20000,3) 30-60 dias,1) 0 dias
9732,160000,1) 0 dias,3) 30-60 dias
9733,20000,1) 0 dias,3) 30-60 dias
9734,120000,1) 0 dias,1) 0 dias
9735,290000,1) 0 dias,1) 0 dias
9736,60000,3) 30-60 dias,1) 0 dias
9737,110000,1) 0 dias,1) 0 dias
9738,50000,1) 0 dias,1) 0 dias
9739,630000,1) 0 dias,1) 0 dias
9740,30000,1) 0 dias,1) 0 dias
9741,50000,1) 0 dias,1) 0 dias
9742,60000,1) 0 dias,1) 0 dias
9743,150000,1) 0 dias,1) 0 dias
9744,10000,1) 0 dias,1) 0 dias
9745,20000,1) 0 dias,1) 0 dias
9746,80000,1) 0 dias,1) 0 dias
9747,160000,1) 0 dias,1) 0 dias
9748,100000,1) 0 dias,1) 0 dias
9749,90000,1) 0 dias,1) 0 dias
9750,50000,1) 0 dias,1) 0 dias
9751,170000,1) 0 dias,1) 0 dias
9752,240000,1) 0 dias,1) 0 dias
9753,80000,1) 0 dias,1) 0 dias
9754,80000,1) 0 dias,1) 0 dias
9755,360000,1) 0 dias,1) 0 dias
9756,140000,3) 30-60 dias,3) 30-60 dias
9757,60000,1) 0 dias,1) 0 dias
9758,110000,1) 0 dias,1) 0 dias
9759,160000,1) 0 dias,1) 0 dias
9760,200000,1) 0 dias,1) 0 dias
9761,280000,1) 0 dias,1) 0 dias
9762,360000,5) >90 dias,2) 0-30 dias
9763,90000,1) 0 dias,1) 0 dias
9764,200000,1) 0 dias,1) 0 dias
9765,50000,3) 30-60 dias,2) 0-30 dias
9766,400000,1) 0 dias,1) 0 dias
9767,360000,1) 0 dias,2) 0-30 dias
9768,150000,1) 0 dias,1) 0 dias
9769,50000,1) 0 dias,2) 0-30 dias
9770,150000,1) 0 dias,1) 0 dias
9771,100000,1) 0 dias,2) 0-30 dias
9772,310000,1) 0 dias,1) 0 dias
9773,120000,1) 0 dias,2) 0-30 dias
9774,90000,1) 0 dias,1) 0 dias
9775,150000,1) 0 dias,1) 0 dias
9776,50000,1) 0 dias,1) 0 dias
9777,210000,1) 0 dias,1) 0 dias
9778,300000,1) 0 dias,1) 0 dias
9779,110000,1) 0 dias,3) 30-60 dias
9780,150000,1) 0 dias,1) 0 dias
9781,210000,1) 0 dias,1) 0 dias
9782,30000,1) 0 dias,3) 30-60 dias
9783,240000,1) 0 dias,1) 0 dias
9784,120000,1) 0 dias,1) 0 dias
9785,80000,1) 0 dias,1) 0 dias
9786,80000,1) 0 dias,2) 0-30 dias
9787,360000,1) 0 dias,1) 0 dias
9788,130000,3) 30-60 dias,3) 30-60 dias
9789,290000,1) 0 dias,3) 30-60 dias
9790,240000,1) 0 dias,1) 0 dias
9791,60000,1) 0 dias,1) 0 dias
9792,200000,1) 0 dias,2) 0-30 dias
9793,150000,1) 0 dias,1) 0 dias
9794,300000,1) 0 dias,1) 0 dias
9795,30000,3) 30-60 dias,1) 0 dias
9796,250000,1) 0 dias,1) 0 dias
9797,20000,1) 0 dias,1) 0 dias
9798,370000,1) 0 dias,1) 0 dias
9799,20000,1) 0 dias,2) 0-30 dias
9800,120000,1) 0 dias,1) 0 dias
9801,50000,1) 0 dias,1) 0 dias
9802,190000,1) 0 dias,1) 0 dias
9803,20000,3) 30-60 dias,1) 0 dias
9804,240000,1) 0 dias,2) 0-30 dias
9805,150000,1) 0 dias,1) 0 dias
9806,180000,1) 0 dias,1) 0 dias
9807,180000,1) 0 dias,1) 0 dias
9808,70000,1) 0 dias,1) 0 dias
9809,230000,1) 0 dias,1) 0 dias
9810,360000,1) 0 dias,1) 0 dias
9811,120000,3) 30-60 dias,1) 0 dias
9812,90000,3) 30-60 dias,3) 30-60 dias
9813,110000,3) 30-60 dias,1) 0 dias
9814,100000,1) 0 dias,1) 0 dias
9815,90000,1) 0 dias,2) 0-30 dias
9816,50000,1) 0 dias,2) 0-30 dias
9817,50000,3) 30-60 dias,1) 0 dias
9818,180000,1) 0 dias,2) 0-30 dias
9819,50000,1) 0 dias,1) 0 dias
9820,20000,1) 0 dias,1) 0 dias
9821,20000,4) 30-90 dias,3) 30-60 dias
9822,20000,4) 30-90 dias,2) 0-30 dias
9823,20000,1) 0 dias,1) 0 dias
9824,50000,1) 0 dias,1) 0 dias
9825,210000,1) 0 dias,1) 0 dias
9826,490000,3) 30-60 dias,1) 0 dias
9827,280000,1) 0 dias,2) 0-30 dias
9828,200000,1) 0 dias,1) 0 dias
9829,100000,1) 0 dias,2) 0-30 dias
9830,250000,1) 0 dias,1) 0 dias
9831,240000,3) 30-60 dias,1) 0 dias
9832,80000,1) 0 dias,1) 0 dias
9833,100000,3) 30-60 dias,3) 30-60 dias
9834,30000,1) 0 dias,1) 0 dias
9835,180000,1) 0 dias,1) 0 dias
9836,80000,3) 30-60 dias,1) 0 dias
9837,110000,1) 0 dias,1) 0 dias
9838,180000,1) 0 dias,1) 0 dias
9839,150000,3) 30-60 dias,3) 30-60 dias
9840,50000,1) 0 dias,1) 0 dias
9841,230000,1) 0 dias,1) 0 dias
9842,340000,1) 0 dias,1) 0 dias
9843,30000,3) 30-60 dias,2) 0-30 dias
9844,270000,1) 0 dias,1) 0 dias
9845,50000,1) 0 dias,1) 0 dias
9846,130000,3) 30-60 dias,1) 0 dias
9847,200000,1) 0 dias,1) 0 dias
9848,360000,1) 0 dias,1) 0 dias
9849,500000,1) 0 dias,1) 0 dias
9850,100000,1) 0 dias,1) 0 dias
9851,270000,1) 0 dias,1) 0 dias
9852,100000,1) 0 dias,1) 0 dias
9853,20000,1) 0 dias,1) 0 dias
9854,50000,1) 0 dias,1) 0 dias
9855,200000,1) 0 dias,1) 0 dias
9856,170000,1) 0 dias,2) 0-30 dias
9857,20000,1) 0 dias,3) 30-60 dias
9858,70000,1) 0 dias,3) 30-60 dias
9859,260000,1) 0 dias,1) 0 dias
9860,200000,1) 0 dias,1) 0 dias
9861,190000,1) 0 dias,1) 0 dias
9862,220000,1) 0 dias,1) 0 dias
9863,170000,1) 0 dias,1) 0 dias
9864,290000,1) 0 dias,1) 0 dias
9865,60000,1) 0 dias,1) 0 dias
9866,100000,3) 30-60 dias,1) 0 dias
9867,130000,1) 0 dias,1) 0 dias
9868,360000,1) 0 dias,1) 0 dias
9869,30000,1) 0 dias,4) 30-90 dias
9870,20000,1) 0 dias,1) 0 dias
9871,110000,3) 30-60 dias,3) 30-60 dias
9872,130000,1) 0 dias,1) 0 dias
9873,50000,1) 0 dias,1) 0 dias
9874,110000,1) 0 dias,1) 0 dias
9875,80000,1) 0 dias,1) 0 dias
9876,150000,1) 0 dias,1) 0 dias
9877,80000,1) 0 dias,2) 0-30 dias
9878,320000,1) 0 dias,1) 0 dias
9879,170000,1) 0 dias,1) 0 dias
9880,60000,1) 0 dias,1) 0 dias
9881,180000,3) 30-60 dias,3) 30-60 dias
9882,470000,1) 0 dias,1) 0 dias
9883,70000,1) 0 dias,2) 0-30 dias
9884,280000,1) 0 dias,1) 0 dias
9885,210000,1) 0 dias,1) 0 dias
9886,300000,1) 0 dias,1) 0 dias
9887,140000,1) 0 dias,1) 0 dias
9888,450000,1) 0 dias,1) 0 dias
9889,160000,3) 30-60 dias,1) 0 dias
9890,50000,1) 0 dias,2) 0-30 dias
9891,50000,1) 0 dias,1) 0 dias
9892,50000,1) 0 dias,1) 0 dias
9893,150000,3) 30-60 dias,1) 0 dias
9894,90000,1) 0 dias,1) 0 dias
9895,270000,1) 0 dias,1) 0 dias
9896,70000,1) 0 dias,1) 0 dias
9897,360000,1) 0 dias,1) 0 dias
9898,200000,1) 0 dias,2) 0-30 dias
9899,250000,1) 0 dias,1) 0 dias
9900,360000,1) 0 dias,1) 0 dias
9901,20000,1) 0 dias,2) 0-30 dias
9902,250000,1) 0 dias,3) 30-60 dias
9903,60000,3) 30-60 dias,3) 30-60 dias
9904,200000,1) 0 dias,2) 0-30 dias
9905,30000,1) 0 dias,1) 0 dias
9906,500000,1) 0 dias,2) 0-30 dias
9907,280000,1) 0 dias,1) 0 dias
9908,200000,1) 0 dias,1) 0 dias
9909,360000,1) 0 dias,2) 0-30 dias
9910,50000,1) 0 dias,3) 30-60 dias
9911,60000,1) 0 dias,1) 0 dias
9912,110000,1) 0 dias,1) 0 dias
9913,200000,1) 0 dias,1) 0 dias
9914,70000,1) 0 dias,3) 30-60 dias
9915,220000,1) 0 dias,3) 30-60 dias
9916,20000,1) 0 dias,1) 0 dias
9917,220000,1) 0 dias,1) 0 dias
9918,180000,1) 0 dias,2) 0-30 dias
9919,100000,1) 0 dias,3) 30-60 dias
9920,200000,1) 0 dias,1) 0 dias
9921,200000,3) 30-60 dias,2) 0-30 dias
9922,400000,1) 0 dias,1) 0 dias
9923,60000,1) 0 dias,3) 30-60 dias
9924,60000,1) 0 dias,1) 0 dias
9925,210000,1) 0 dias,1) 0 dias
9926,200000,1) 0 dias,1) 0 dias
9927,50000,1) 0 dias,1) 0 dias
9928,300000,3) 30-60 dias,1) 0 dias
9929,510000,1) 0 dias,1) 0 dias
9930,160000,1) 0 dias,2) 0-30 dias
9931,50000,1) 0 dias,1) 0 dias
9932,220000,1) 0 dias,1) 0 dias
9933,20000,1) 0 dias,2) 0-30 dias
9934,410000,1) 0 dias,1) 0 dias
9935,50000,1) 0 dias,1) 0 dias
9936,50000,1) 0 dias,1) 0 dias
9937,50000,1) 0 dias,1) 0 dias
9938,70000,1) 0 dias,1) 0 dias
9939,120000,1) 0 dias,1) 0 dias
9940,170000,1) 0 dias,1) 0 dias
9941,160000,3) 30-60 dias,1) 0 dias
9942,30000,1) 0 dias,1) 0 dias
9943,10000,1) 0 dias,2) 0-30 dias
9944,160000,1) 0 dias,1) 0 dias
9945,20000,1) 0 dias,1) 0 dias
9946,250000,1) 0 dias,1) 0 dias
9947,30000,3) 30-60 dias,3) 30-60 dias
9948,180000,1) 0 dias,1) 0 dias
9949,240000,1) 0 dias,1) 0 dias
9950,30000,3) 30-60 dias,2) 0-30 dias
9951,50000,4) 30-90 dias,2) 0-30 dias
9952,280000,1) 0 dias,1) 0 dias
9953,20000,1) 0 dias,3) 30-60 dias
9954,130000,1) 0 dias,1) 0 dias
9955,70000,1) 0 dias,2) 0-30 dias
9956,180000,1) 0 dias,1) 0 dias
9957,320000,1) 0 dias,1) 0 dias
9958,30000,1) 0 dias,3) 30-60 dias
9959,280000,1) 0 dias,2) 0-30 dias
9960,80000,1) 0 dias,1) 0 dias
9961,140000,1) 0 dias,1) 0 dias
9962,180000,1) 0 dias,1) 0 dias
9963,20000,1) 0 dias,3) 30-60 dias
9964,420000,1) 0 dias,1) 0 dias
9965,200000,1) 0 dias,1) 0 dias
9966,140000,1) 0 dias,1) 0 dias
9967,170000,1) 0 dias,1) 0 dias
9968,30000,1) 0 dias,1) 0 dias
9969,50000,1) 0 dias,2) 0-30 dias
9970,150000,1) 0 dias,1) 0 dias
9971,30000,1) 0 dias,1) 0 dias
9972,50000,1) 0 dias,1) 0 dias
9973,300000,1) 0 dias,1) 0 dias
9974,80000,1) 0 dias,1) 0 dias
9975,50000,1) 0 dias,1) 0 dias
9976,110000,1) 0 dias,1) 0 dias
9977,110000,1) 0 dias,2) 0-30 dias
9978,390000,1) 0 dias,1) 0 dias
9979,200000,1) 0 dias,1) 0 dias
9980,30000,4) 30-90 dias,5) >90 dias
9981,230000,1) 0 dias,1) 0 dias
9982,210000,1) 0 dias,1) 0 dias
9983,30000,1) 0 dias,1) 0 dias
9984,130000,1) 0 dias,1) 0 dias
9985,130000,1) 0 dias,2) 0-30 dias
9986,480000,1) 0 dias,1) 0 dias
9987,160000,1) 0 dias,1) 0 dias
9988,10000,1) 0 dias,1) 0 dias
9989,360000,1) 0 dias,1) 0 dias
9990,260000,1) 0 dias,1) 0 dias
9991,330000,1) 0 dias,1) 0 dias
9992,30000,1) 0 dias,2) 0-30 dias
9993,80000,2) 0-30 dias,3) 30-60 dias
9994,120000,1) 0 dias,1) 0 dias
9995,170000,1) 0 dias,1) 0 dias
9996,140000,1) 0 dias,2) 0-30 dias
9997,80000,1) 0 dias,1) 0 dias
9998,200000,1) 0 dias,1) 0 dias
9999,80000,1) 0 dias,1) 0 dias
10000,230000,1) 0 dias,1) 0 dias
10001,260000,2) 0-30 dias,1) 0 dias
10002,50000,1) 0 dias,1) 0 dias
10003,340000,1) 0 dias,2) 0-30 dias
10004,50000,1) 0 dias,1) 0 dias
10005,200000,1) 0 dias,2) 0-30 dias
10006,280000,1) 0 dias,1) 0 dias
10007,170000,3) 30-60 dias,1) 0 dias
10008,100000,3) 30-60 dias,3) 30-60 dias
10009,360000,1) 0 dias,2) 0-30 dias
10010,30000,1) 0 dias,1) 0 dias
10011,150000,1) 0 dias,2) 0-30 dias
10012,50000,1) 0 dias,1) 0 dias
10013,40000,1) 0 dias,1) 0 dias
10014,30000,1) 0 dias,1) 0 dias
10015,140000,1) 0 dias,1) 0 dias
10016,150000,1) 0 dias,1) 0 dias
10017,150000,1) 0 dias,1) 0 dias
10018,360000,1) 0 dias,2) 0-30 dias
10019,170000,1) 0 dias,1) 0 dias
10020,50000,3) 30-60 dias,1) 0 dias
10021,260000,1) 0 dias,1) 0 dias
10022,350000,1) 0 dias,1) 0 dias
10023,210000,1) 0 dias,1) 0 dias
10024,50000,1) 0 dias,4) 30-90 dias
10025,170000,1) 0 dias,1) 0 dias
10026,50000,1) 0 dias,1) 0 dias
10027,50000,3) 30-60 dias,1) 0 dias
10028,280000,1) 0 dias,1) 0 dias
10029,430000,1) 0 dias,1) 0 dias
10030,340000,1) 0 dias,1) 0 dias
10031,310000,1) 0 dias,1) 0 dias
10032,120000,1) 0 dias,1) 0 dias
10033,200000,1) 0 dias,1) 0 dias
10034,500000,1) 0 dias,1) 0 dias
10035,270000,1) 0 dias,1) 0 dias
10036,190000,1) 0 dias,1) 0 dias
10037,340000,1) 0 dias,1) 0 dias
10038,390000,1) 0 dias,1) 0 dias
10039,90000,1) 0 dias,1) 0 dias
10040,200000,3) 30-60 dias,1) 0 dias
10041,230000,1) 0 dias,1) 0 dias
10042,100000,1) 0 dias,1) 0 dias
10043,30000,3) 30-60 dias,3) 30-60 dias
10044,50000,1) 0 dias,1) 0 dias
10045,200000,1) 0 dias,2) 0-30 dias
10046,50000,1) 0 dias,1) 0 dias
10047,130000,1) 0 dias,1) 0 dias
10048,260000,1) 0 dias,1) 0 dias
10049,80000,2) 0-30 dias,1) 0 dias
10050,20000,1) 0 dias,2) 0-30 dias
10051,160000,1) 0 dias,1) 0 dias
10052,70000,1) 0 dias,1) 0 dias
10053,70000,1) 0 dias,1) 0 dias
10054,400000,3) 30-60 dias,1) 0 dias
10055,30000,1) 0 dias,2) 0-30 dias
10056,240000,1) 0 dias,1) 0 dias
10057,40000,1) 0 dias,1) 0 dias
10058,510000,1) 0 dias,1) 0 dias
10059,20000,1) 0 dias,2) 0-30 dias
10060,80000,1) 0 dias,1) 0 dias
10061,10000,1) 0 dias,1) 0 dias
10062,50000,1) 0 dias,1) 0 dias
10063,200000,1) 0 dias,2) 0-30 dias
10064,140000,1) 0 dias,1) 0 dias
10065,60000,1) 0 dias,1) 0 dias
10066,100000,1) 0 dias,1) 0 dias
10067,30000,1) 0 dias,3) 30-60 dias
10068,500000,1) 0 dias,1) 0 dias
10069,420000,1) 0 dias,1) 0 dias
10070,130000,3) 30-60 dias,3) 30-60 dias
10071,360000,1) 0 dias,1) 0 dias
10072,150000,1) 0 dias,1) 0 dias
10073,360000,1) 0 dias,1) 0 dias
10074,230000,1) 0 dias,1) 0 dias
10075,180000,1) 0 dias,1) 0 dias
10076,160000,1) 0 dias,2) 0-30 dias
10077,250000,1) 0 dias,1) 0 dias
10078,170000,1) 0 dias,1) 0 dias
10079,100000,1) 0 dias,1) 0 dias
10080,200000,1) 0 dias,1) 0 dias
10081,60000,1) 0 dias,1) 0 dias
10082,300000,1) 0 dias,1) 0 dias
10083,290000,1) 0 dias,1) 0 dias
10084,30000,3) 30-60 dias,3) 30-60 dias
10085,340000,1) 0 dias,1) 0 dias
10086,90000,1) 0 dias,1) 0 dias
10087,140000,3) 30-60 dias,2) 0-30 dias
